number,position,positionText,points,grid,laps,status,driverId,constructorId,Time.millis,Time.time,FastestLap.rank,FastestLap.lap,FastestLap.Time.time,FastestLap.AverageSpeed.units,FastestLap.AverageSpeed.speed,season,round
11,12,R,0,13,52,Gearbox,fisichella,jordan,,,,,,,,2003,1
15,13,R,0,18,52,Suspension,pizzonia,jaguar,,,,,,,,2003,1
20,14,R,0,5,31,Fuel pressure,panis,toyota,,,,,,,,2003,1
9,15,R,0,7,20,Suspension,heidfeld,sauber,,,,,,,,2003,1
18,16,R,0,19,16,Radiator,wilson,minardi,,,,,,,,2003,1
14,17,R,0,14,15,Suspension,webber,jaguar,,,,,,,,2003,1
21,18,R,0,16,7,Spun off,matta,toyota,,,,,,,,2003,1
12,19,R,0,17,6,Accident,firman,jordan,,,,,,,,2003,1
2,20,R,0,2,5,Accident,barrichello,ferrari,,,,,,,,2003,1
27,1,1,9,1,72,Finished,jones,williams,6726892,1:52:06.892,,,,,,1979,14
12,2,2,6,2,72,Finished,gilles_villeneuve,ferrari,6727972,+1.080,,,,,,1979,14
28,3,3,4,3,72,Finished,regazzoni,williams,6800548,+1:13.656,,,,,,1979,14
11,4,4,3,9,71,+1 Lap,scheckter,ferrari,,,,,,,,1979,14
3,5,5,2,6,71,+1 Lap,pironi,tyrrell,,,,,,,,1979,14
7,6,6,1,17,70,+2 Laps,watson,mclaren,,,,,,,,1979,14
5,7,7,0,17,68,+4 Laps,zunino,brabham-ford,,,,,,,,1979,14
14,8,8,0,15,67,+5 Laps,emerson_fittipaldi,fittipaldi,,,,,,,,1979,14
17,9,9,0,21,67,+5 Laps,lammers,shadow,,,,,,,,1979,14
1,10,10,0,10,66,Out of fuel,mario_andretti,team_lotus,,,,,,,,1979,14
6,11,R,0,4,61,Gearbox,piquet,brabham-ford,,,,,,,,1979,14
36,12,R,0,18,52,Fuel system,brambilla,alfa,,,,,,,,1979,14
25,13,R,0,16,47,Gearbox,ickx,ligier,,,,,,,,1979,14
4,14,R,0,13,33,Engine,jarier,tyrrell,,,,,,,,1979,14
33,15,R,0,24,28,Engine,daly,tyrrell,,,,,,,,1979,14
31,16,R,0,22,26,Chassis,rebaque,rebaque,,,,,,,,1979,14
15,17,R,0,7,24,Brakes,jabouille,renault,,,,,,,,1979,14
18,18,R,0,23,24,Ignition,angelis,shadow,,,,,,,,1979,14
2,19,R,0,11,23,Suspension,reutemann,team_lotus,,,,,,,,1979,14
29,20,R,0,14,20,Spun off,patrese,arrows,,,,,,,,1979,14
8,21,R,0,20,19,Engine,tambay,mclaren,,,,,,,,1979,14
16,22,R,0,8,14,Accident,arnoux,renault,,,,,,,,1979,14
9,23,R,0,12,14,Accident,stuck,ats,,,,,,,,1979,14
26,24,R,0,5,10,Engine,laffite,ligier,,,,,,,,1979,14
30,25,F,0,0,0,Did not qualify,mass,arrows,,,,,,,,1979,14
22,26,F,0,0,0,Did not qualify,surer,ensign,,,,,,,,1979,14
20,27,F,0,0,0,Did not qualify,keke_rosberg,wolf,,,,,,,,1979,14
19,28,F,0,0,0,Did not qualify,ribeiro,fittipaldi,,,,,,,,1979,14
24,29,F,0,0,0,Did not qualify,merzario,merzario,,,,,,,,1979,14
5,30,W,0,0,0,Withdrew,lauda,brabham-ford,,,,,,,,1979,14
7,1,1,8,1,75,Finished,bonnier,brm,7526800,2:05:26.8,,,,,,1959,3
8,2,2,6,2,75,Finished,jack_brabham,cooper-climax,7541000,+14.2,,,,,,1959,3
9,3,3,4,7,75,Finished,gregory,cooper-climax,7609800,+1:23.0,,,,,,1959,3
12,4,4,3,9,74,+1 Lap,ireland,team_lotus,,,,,,,,1959,3
1,5,5,2,4,74,+1 Lap,behra,ferrari,,,,,,,,1959,3
3,6,6,0,12,73,+2 Laps,phil_hill,ferrari,,,,,,,,1959,3
14,7,7,0,5,73,+2 Laps,hill,team_lotus,,,,,,,,1959,3
10,8,8,0,11,73,+2 Laps,trintignant,cooper-climax,,,,,,,,1959,3
16,9,9,0,15,71,+4 Laps,allison,ferrari,,,,,,,,1959,3
15,10,10,0,14,68,+7 Laps,beaufort,porsche,,,,,,,,1959,3
11,11,R,1,3,62,Gearbox,moss,cooper-climax,,,,,,,,1959,3
6,12,R,0,6,46,Gearbox,schell,brm,,,,,,,,1959,3
2,13,R,0,8,42,Oil leak,brooks,ferrari,,,,,,,,1959,3
5,14,R,0,10,25,Engine,shelby,aston_martin,,,,,,,,1959,3
4,15,R,0,13,3,Engine,salvadori,aston_martin,,,,,,,,1959,3
6,1,1,25,1,66,Finished,webber,red_bull,5744101,1:35:44.101,2,62,1:24.828,kph,197.552,2010,5
8,2,2,18,4,66,Finished,alonso,ferrari,5768166,+24.065,3,57,1:24.846,kph,197.510,2010,5
5,3,3,15,2,66,Finished,vettel,red_bull,5795439,+51.338,5,56,1:25.176,kph,196.745,2010,5
3,4,4,12,6,66,Finished,michael_schumacher,mercedes,5806296,+1:02.195,10,64,1:25.529,kph,195.933,2010,5
1,5,5,10,5,66,Finished,button,mclaren,5807829,+1:03.728,4,64,1:25.166,kph,196.768,2010,5
7,6,6,8,9,66,Finished,massa,ferrari,5809868,+1:05.767,9,64,1:25.497,kph,196.006,2010,5
14,7,7,6,11,66,Finished,sutil,force_india,5817042,+1:12.941,13,65,1:25.845,kph,195.212,2010,5
11,8,8,4,7,66,Finished,kubica,renault,5817778,+1:13.677,7,66,1:25.466,kph,196.077,2010,5
9,9,9,2,17,65,+1 Lap,barrichello,williams,,,12,59,1:25.728,kph,195.478,2010,5
17,10,10,1,15,65,+1 Lap,alguersuari,toro_rosso,,,11,63,1:25.655,kph,195.645,2010,5
12,11,11,0,19,65,+1 Lap,petrov,renault,,,8,63,1:25.470,kph,196.068,2010,5
23,12,12,0,10,65,+1 Lap,kobayashi,sauber,,,15,62,1:26.083,kph,194.672,2010,5
4,13,13,0,8,65,+1 Lap,rosberg,mercedes,,,6,50,1:25.455,kph,196.103,2010,5
2,14,14,0,3,64,Puncture,hamilton,mclaren,,,1,59,1:24.357,kph,198.655,2010,5
15,15,15,0,16,64,Engine,liuzzi,force_india,,,14,63,1:25.924,kph,195.032,2010,5
10,16,16,0,13,64,+2 Laps,hulkenberg,williams,,,17,63,1:26.863,kph,192.924,2010,5
18,17,17,0,18,63,+3 Laps,trulli,lotus_racing,,,18,56,1:29.564,kph,187.106,2010,5
24,18,18,0,22,63,+3 Laps,glock,virgin,,,19,60,1:29.776,kph,186.664,2010,5
25,19,19,0,23,62,+4 Laps,grassi,virgin,,,20,47,1:29.904,kph,186.398,2010,5
16,20,R,0,14,42,Hydraulics,buemi,toro_rosso,,,16,41,1:26.724,kph,193.233,2010,5
20,21,R,0,24,27,Suspension,chandhok,hrt,,,22,26,1:32.041,kph,182.071,2010,5
22,22,R,0,12,18,Collision,rosa,sauber,,,21,9,1:30.411,kph,185.353,2010,5
21,23,R,0,21,0,Accident,bruno_senna,hrt,,,,,,,,2010,5
19,24,W,0,20,0,Gearbox,kovalainen,lotus_racing,,,,,,,,2010,5
44,1,1,25,1,78,Finished,hamilton,mercedes,6208437,1:43:28.437,6,9,1:16.167,kph,157.721,2019,6
5,2,2,18,4,78,Finished,vettel,ferrari,6211039,+2.602,9,9,1:16.277,kph,157.494,2019,6
77,3,3,15,2,78,Finished,bottas,mercedes,6211599,+3.162,2,65,1:15.163,kph,159.828,2019,6
33,4,4,12,3,78,Finished,max_verstappen,red_bull,6213974,+5.537,7,9,1:16.229,kph,157.593,2019,6
10,5,5,11,8,78,Finished,gasly,red_bull,6218383,+9.946,1,72,1:14.279,kph,161.730,2019,6
55,6,6,8,9,78,Finished,sainz,mclaren,6261891,+53.454,5,32,1:15.891,kph,158.295,2019,6
26,7,7,6,7,78,Finished,kvyat,toro_rosso,6263011,+54.574,10,31,1:16.288,kph,157.471,2019,6
23,8,8,4,10,78,Finished,albon,toro_rosso,6263637,+55.200,3,43,1:15.607,kph,158.890,2019,6
3,9,9,2,6,78,Finished,ricciardo,renault,6269331,+1:00.894,4,78,1:15.697,kph,158.701,2019,6
8,10,10,1,13,78,Finished,grosjean,haas,6269471,+1:01.034,16,41,1:16.746,kph,156.531,2019,6
4,11,11,0,12,78,Finished,norris,mclaren,6275238,+1:06.801,13,61,1:16.413,kph,157.214,2019,6
20,12,12,0,5,77,+1 Lap,kevin_magnussen,haas,,,17,61,1:16.992,kph,156.031,2019,6
11,13,13,0,16,77,+1 Lap,perez,racing_point,,,15,67,1:16.613,kph,156.803,2019,6
27,14,14,0,11,77,+1 Lap,hulkenberg,renault,,,8,65,1:16.276,kph,157.496,2019,6
63,15,15,0,19,77,+1 Lap,russell,williams,,,18,76,1:17.038,kph,155.938,2019,6
18,16,16,0,17,77,+1 Lap,stroll,racing_point,,,12,45,1:16.379,kph,157.284,2019,6
7,17,17,0,14,77,+1 Lap,raikkonen,alfa,,,14,50,1:16.436,kph,157.166,2019,6
88,18,18,0,20,77,+1 Lap,kubica,williams,,,19,32,1:17.388,kph,155.233,2019,6
99,19,19,0,18,76,+2 Laps,giovinazzi,alfa,,,11,46,1:16.299,kph,157.448,2019,6
16,20,R,0,15,16,Collision,leclerc,ferrari,,,20,6,1:19.151,kph,151.775,2019,6
4,1,1,9,3,38,Finished,stewart,tyrrell,6742500,1:52:22.5,,,,,,1972,6
1,2,2,6,8,38,Finished,emerson_fittipaldi,team_lotus,6770200,+27.7,,,,,,1972,6
9,3,3,4,1,38,Finished,amon,matra,6774400,+31.9,,,,,,1972,6
7,4,4,3,7,38,Finished,cevert,tyrrell,6791800,+49.3,,,,,,1972,6
12,5,5,2,9,38,Finished,peterson,march,6799300,+56.8,,,,,,1972,6
26,6,6,1,10,38,Finished,hailwood,surtees,6838600,+1:36.1,,,,,,1972,6
2,7,7,0,2,38,Finished,hulme,mclaren,6850600,+1:48.1,,,,,,1972,6
19,8,8,0,14,38,Finished,wilson_fittipaldi,brabham,6887600,+2:25.1,,,,,,1972,6
11,9,9,0,13,38,Finished,redman,mclaren,6918000,+2:55.5,,,,,,1972,6
18,10,10,0,20,38,Finished,hill,brabham,6922000,+2:59.5,,,,,,1972,6
3,11,11,0,4,37,+1 Lap,ickx,ferrari,,,,,,,,1972,6
20,12,12,0,17,37,+1 Lap,reutemann,brabham,,,,,,,,1972,6
30,13,13,0,19,37,+1 Lap,galli,ferrari,,,,,,,,1972,6
28,14,14,0,12,37,+1 Lap,adamich,surtees,,,,,,,,1972,6
5,15,15,0,24,37,+1 Lap,beltoise,brm,,,,,,,,1972,6
10,16,16,0,15,37,+1 Lap,stommelen,march,,,,,,,,1972,6
27,17,17,0,5,36,+2 Laps,schenken,surtees,,,,,,,,1972,6
6,18,18,0,22,34,Halfshaft,walker,team_lotus,,,,,,,,1972,6
15,19,19,0,23,33,Out of fuel,beuttler,march,,,,,,,,1972,6
8,20,N,0,16,33,Not classified,depailler,tyrrell,,,,,,,,1972,6
24,21,R,0,18,25,Gearbox,wisell,brm,,,,,,,,1972,6
17,22,R,0,11,18,Engine,pace,march,,,,,,,,1972,6
25,23,R,0,6,8,Eye injury,marko,brm,,,,,,,,1972,6
14,24,R,0,21,4,Halfshaft,lauda,march,,,,,,,,1972,6
29,25,F,0,0,0,Did not qualify,charlton,team_lotus,,,,,,,,1972,6
6,1,1,9,8,67,Finished,keke_rosberg,williams,7282617,2:01:22.617,,,,,,1984,9
28,2,2,6,4,67,Finished,arnoux,ferrari,7305081,+22.464,,,,,,1984,9
11,3,3,4,2,66,+1 Lap,angelis,team_lotus,,,,,,,,1984,9
5,4,4,3,24,65,+2 Laps,laffite,williams,,,,,,,,1984,9
24,5,5,2,18,65,+2 Laps,ghinzani,osella,,,,,,,,1984,9
12,6,6,1,1,64,Gearbox,mansell,team_lotus,,,,,,,,1984,9
2,7,7,0,11,64,+3 Laps,corrado_fabi,brabham,,,,,,,,1984,9
14,8,8,0,13,64,+3 Laps,manfred_winkelhock,ats,,,,,,,,1984,9
8,9,R,0,5,60,Spun off,lauda,mclaren,,,,,,,,1984,9
7,10,R,0,7,56,Spun off,prost,mclaren,,,,,,,,1984,9
18,11,R,0,20,55,Spun off,boutsen,arrows,,,,,,,,1984,9
27,12,R,0,9,54,Spun off,alboreto,ferrari,,,,,,,,1984,9
17,13,R,0,22,54,Spun off,surer,arrows,,,,,,,,1984,9
19,14,R,0,6,47,Clutch,senna,toleman,,,,,,,,1984,9
10,15,R,0,25,46,Electrical,palmer,ram,,,,,,,,1984,9
1,16,R,0,12,45,Spun off,piquet,brabham,,,,,,,,1984,9
15,17,R,0,10,25,Spun off,tambay,renault,,,,,,,,1984,9
20,18,R,0,15,25,Spun off,cecotto,toleman,,,,,,,,1984,9
26,19,R,0,16,15,Spun off,cesaris,ligier,,,,,,,,1984,9
21,20,R,0,23,15,Fuel leak,rothengatter,spirit,,,,,,,,1984,9
22,21,R,0,21,12,Spun off,patrese,alfa,,,,,,,,1984,9
16,22,R,0,3,10,Spun off,warwick,renault,,,,,,,,1984,9
4,23,D,0,17,9,Disqualified,bellof,tyrrell,,,,,,,,1984,9
23,24,R,0,14,8,Spun off,cheever,alfa,,,,,,,,1984,9
25,25,R,0,19,0,Accident,hesnault,ligier,,,,,,,,1984,9
3,26,F,0,0,0,Did not qualify,brundle,tyrrell,,,,,,,,1984,9
3,1,1,9,2,75,Finished,trips,ferrari,7312100,2:01:52.1,,,,,,1961,2
1,2,2,6,1,75,Finished,phil_hill,ferrari,7313000,+0.9,,,,,,1961,2
15,3,3,4,11,75,Finished,clark,lotus-climax,7325200,+13.1,,,,,,1961,2
14,4,4,3,4,75,Finished,moss,lotus-climax,7334300,+22.2,,,,,,1961,2
2,5,5,2,3,75,Finished,ginther,ferrari,7334400,+22.3,,,,,,1961,2
10,6,6,1,7,75,Finished,jack_brabham,cooper-climax,7392200,+1:20.1,,,,,,1961,2
12,7,7,0,9,75,Finished,surtees,cooper-climax,7398800,+1:26.7,,,,,,1961,2
4,8,8,0,5,75,Finished,hill,brm,7401900,+1:29.8,,,,,,1961,2
5,9,9,0,8,74,+1 Lap,brooks,brm,,,,,,,,1961,2
7,10,10,0,6,74,+1 Lap,gurney,porsche,,,,,,,,1961,2
6,11,11,0,12,73,+2 Laps,bonnier,porsche,,,,,,,,1961,2
11,12,12,0,14,73,+2 Laps,mclaren,cooper-climax,,,,,,,,1961,2
16,13,13,0,16,73,+2 Laps,trevor_taylor,lotus-climax,,,,,,,,1961,2
8,14,14,0,17,72,+3 Laps,beaufort,porsche,,,,,,,,1961,2
9,15,15,0,13,72,+3 Laps,herrmann,porsche,,,,,,,,1961,2
17,16,W,0,0,0,Withdrew,gregory,cooper-climax,,,,,,,,1961,2
18,17,W,0,0,0,Withdrew,burgess,lotus-climax,,,,,,,,1961,2
15,1,1,10,1,53,Finished,vettel,red_bull,5300443,1:28:20.443,2,43,1:32.572,kph,225.826,2009,15
9,2,2,8,2,53,Finished,trulli,toyota,5305320,+4.877,4,38,1:33.152,kph,224.420,2009,15
1,3,3,6,3,53,Finished,hamilton,mclaren,5306915,+6.472,6,13,1:33.259,kph,224.162,2009,15
4,4,4,5,5,53,Finished,raikkonen,ferrari,5308383,+7.940,3,33,1:32.999,kph,224.789,2009,15
16,5,5,4,7,53,Finished,rosberg,williams,5309236,+8.793,9,43,1:33.595,kph,223.358,2009,15
6,6,6,3,4,53,Finished,heidfeld,bmw_sauber,5309952,+9.509,10,13,1:33.600,kph,223.346,2009,15
23,7,7,2,6,53,Finished,barrichello,brawn,5311084,+10.641,13,17,1:33.910,kph,222.608,2009,15
22,8,8,1,10,53,Finished,button,brawn,5311917,+11.474,5,42,1:33.251,kph,224.182,2009,15
5,9,9,0,9,53,Finished,kubica,bmw_sauber,5312220,+11.777,7,44,1:33.334,kph,223.982,2009,15
7,10,10,0,16,53,Finished,alonso,renault,5313508,+13.065,14,28,1:33.946,kph,222.523,2009,15
2,11,11,0,11,53,Finished,kovalainen,mclaren,5314178,+13.735,12,35,1:33.801,kph,222.867,2009,15
3,12,12,0,14,53,Finished,fisichella,ferrari,5315039,+14.596,8,33,1:33.479,kph,223.635,2009,15
20,13,13,0,8,53,Finished,sutil,force_india,5315402,+14.959,11,36,1:33.668,kph,223.184,2009,15
21,14,14,0,18,53,Finished,liuzzi,force_india,5316177,+15.734,16,36,1:34.294,kph,221.702,2009,15
17,15,15,0,15,53,Finished,nakajima,williams,5318416,+17.973,18,26,1:34.783,kph,220.558,2009,15
8,16,16,0,17,52,+1 Lap,grosjean,renault,,,17,39,1:34.643,kph,220.884,2009,15
14,17,17,0,19,51,+2 Laps,webber,red_bull,,,1,50,1:32.569,kph,225.833,2009,15
11,18,R,0,12,43,Accident,alguersuari,toro_rosso,,,15,34,1:34.049,kph,222.279,2009,15
12,19,R,0,13,11,Clutch,buemi,toro_rosso,,,19,5,1:35.392,kph,219.150,2009,15
10,20,W,0,20,0,Injured,glock,toyota,,,,,,,,2009,15
4,1,1,9,1,80,Finished,clark,lotus-ford,6836600,1:53:56.6,,,,,,1968,1
5,2,2,6,2,80,Finished,hill,lotus-ford,6861900,+25.3,,,,,,1968,1
3,3,3,4,4,80,Finished,rindt,brabham-repco,6867000,+30.4,,,,,,1968,1
8,4,4,3,8,78,+2 Laps,amon,ferrari,,,,,,,,1968,1
1,5,5,2,9,78,+2 Laps,hulme,mclaren-brm,,,,,,,,1968,1
21,6,6,1,18,77,+3 Laps,beltoise,matra-ford,,,,,,,,1968,1
19,7,7,0,16,77,+3 Laps,siffert,cooper-maserati,,,,,,,,1968,1
7,8,8,0,6,75,+5 Laps,surtees,honda,,,,,,,,1968,1
17,9,9,0,17,75,+5 Laps,love,brabham-repco,,,,,,,,1968,1
23,10,N,0,23,71,Not classified,pretorius,brabham-climax,,,,,,,,1968,1
6,11,R,0,12,58,Oil leak,gurney,eagle-weslake,,,,,,,,1968,1
9,12,R,0,11,51,Oil leak,ickx,ferrari,,,,,,,,1968,1
20,13,R,0,19,46,Overheating,bonnier,cooper-maserati,,,,,,,,1968,1
16,14,R,0,3,43,Engine,stewart,matra-ford,,,,,,,,1968,1
18,15,R,0,22,35,Overheating,tingle,lds,,,,,,,,1968,1
25,16,R,0,20,22,Engine,rooyen,cooper-climax,,,,,,,,1968,1
11,17,R,0,10,20,Fuel system,rodriguez,brm,,,,,,,,1968,1
2,18,R,0,5,16,Engine,jack_brabham,brabham-repco,,,,,,,,1968,1
10,19,R,0,7,13,Accident,adamich,ferrari,,,,,,,,1968,1
12,20,R,0,14,7,Fuel system,spence,brm,,,,,,,,1968,1
14,21,R,0,21,4,Oil leak,redman,cooper-maserati,,,,,,,,1968,1
22,22,R,0,14,3,Differential,charlton,brabham-repco,,,,,,,,1968,1
15,23,R,0,15,2,Water pipe,scarfiotti,cooper-brm,,,,,,,,1968,1
5,1,1,25,3,61,Finished,vettel,ferrari,7113667,1:58:33.667,5,57,1:44.802,kph,173.916,2019,15
16,2,2,18,1,61,Finished,leclerc,ferrari,7116308,+2.641,4,59,1:44.723,kph,174.047,2019,15
33,3,3,15,4,61,Finished,max_verstappen,red_bull,7117488,+3.821,8,56,1:45.176,kph,173.298,2019,15
44,4,4,12,2,61,Finished,hamilton,mercedes,7118275,+4.608,7,58,1:44.914,kph,173.730,2019,15
77,5,5,10,5,61,Finished,bottas,mercedes,7119786,+6.119,2,58,1:43.534,kph,176.046,2019,15
23,6,6,8,6,61,Finished,albon,red_bull,7125330,+11.663,9,59,1:45.260,kph,173.159,2019,15
4,7,7,6,9,61,Finished,norris,mclaren,7128436,+14.769,11,58,1:45.716,kph,172.412,2019,15
10,8,8,4,11,61,Finished,gasly,toro_rosso,7129214,+15.547,13,58,1:45.769,kph,172.326,2019,15
27,9,9,2,8,61,Finished,hulkenberg,renault,7130385,+16.718,12,59,1:45.765,kph,172.333,2019,15
99,10,10,1,10,61,Finished,giovinazzi,alfa,7141522,+27.855,10,59,1:45.630,kph,172.553,2019,15
8,11,11,0,17,61,Finished,grosjean,haas,7149103,+35.436,16,54,1:46.274,kph,171.507,2019,15
55,12,12,0,7,61,Finished,sainz,mclaren,7149641,+35.974,15,41,1:45.969,kph,172.001,2019,15
18,13,13,0,16,61,Finished,stroll,racing_point,7150086,+36.419,6,57,1:44.896,kph,173.760,2019,15
3,14,14,0,20,61,Finished,ricciardo,renault,7151327,+37.660,14,55,1:45.915,kph,172.088,2019,15
26,15,15,0,14,61,Finished,kvyat,toro_rosso,7151845,+38.178,3,57,1:44.371,kph,174.634,2019,15
88,16,16,0,19,61,Finished,kubica,williams,7160691,+47.024,18,59,1:46.793,kph,170.674,2019,15
20,17,17,0,13,61,Finished,kevin_magnussen,haas,7200189,+1:26.522,1,58,1:42.301,kph,178.168,2019,15
7,18,R,0,12,49,Collision,raikkonen,alfa,,,19,18,1:47.062,kph,170.245,2019,15
11,19,R,0,15,42,Engine,perez,racing_point,,,17,15,1:46.683,kph,170.850,2019,15
63,20,R,0,18,34,Collision,russell,williams,,,20,29,1:48.285,kph,168.322,2019,15
2,1,1,10,1,70,Finished,hamilton,mclaren,6251292,1:44:11.292,2,37,1:16.494,kph,205.239,2007,6
9,2,2,8,3,70,Finished,heidfeld,bmw_sauber,6255635,+4.343,3,19,1:16.696,kph,204.699,2007,6
17,3,3,6,19,70,Finished,wurz,williams,6256617,+5.325,11,67,1:17.947,kph,201.413,2007,6
4,4,4,5,22,70,Finished,kovalainen,renault,6258021,+6.729,13,67,1:18.368,kph,200.331,2007,6
6,5,5,4,4,70,Finished,raikkonen,ferrari,6264299,+13.007,5,21,1:16.861,kph,204.259,2007,6
22,6,6,3,11,70,Finished,sato,super_aguri,6267990,+16.698,12,47,1:18.035,kph,201.186,2007,6
1,7,7,2,2,70,Finished,alonso,mclaren,6273228,+21.936,1,46,1:16.367,kph,205.580,2007,6
11,8,8,1,18,70,Finished,ralf_schumacher,toyota,6274180,+22.888,10,38,1:17.910,kph,201.509,2007,6
15,9,9,0,6,70,Finished,webber,red_bull,6274252,+22.960,9,47,1:17.618,kph,202.267,2007,6
16,10,10,0,7,70,Finished,rosberg,williams,6275276,+23.984,6,42,1:17.156,kph,203.478,2007,6
23,11,11,0,17,70,Finished,davidson,super_aguri,6275610,+24.318,15,36,1:18.780,kph,199.284,2007,6
8,12,12,0,13,70,Finished,barrichello,honda,6281731,+30.439,14,62,1:18.543,kph,199.885,2007,6
12,13,R,0,10,58,Accident,trulli,toyota,,,17,12,1:19.092,kph,198.497,2007,6
18,14,R,0,12,54,Accident,liuzzi,toro_rosso,,,19,9,1:19.375,kph,197.790,2007,6
21,15,R,0,21,47,Front wing,albers,spyker,,,18,21,1:19.254,kph,198.092,2007,6
14,16,R,0,14,36,Gearbox,coulthard,red_bull,,,16,19,1:18.981,kph,198.776,2007,6
10,17,R,0,8,26,Accident,kubica,bmw_sauber,,,8,19,1:17.529,kph,202.499,2007,6
20,18,R,0,20,21,Accident,sutil,spyker,,,20,20,1:19.452,kph,197.598,2007,6
19,19,R,0,16,8,Accident,speed,toro_rosso,,,21,6,1:20.092,kph,196.019,2007,6
7,20,R,0,15,0,Gearbox,button,honda,,,,,,,,2007,6
5,21,D,0,5,51,Disqualified,massa,ferrari,,,4,22,1:16.849,kph,204.291,2007,6
3,22,D,0,9,51,Disqualified,fisichella,renault,,,7,22,1:17.411,kph,202.808,2007,6
4,1,1,9,2,66,Finished,fangio,mercedes,10834500,3:00:34.5,,,,,,1954,7
20,2,2,6,1,66,Finished,gonzalez,ferrari,10892300,+57.8,,,,,,1954,7
6,3,3,4,7,65,+1 Lap,herrmann,mercedes,,,,,,,,1954,7
30,4,4,3,12,64,+2 Laps,mieres,maserati,,,,,,,,1954,7
28,5,5,2,9,64,+2 Laps,mantovani,maserati,,,,,,,,1954,7
18,6,6,0,8,64,+2 Laps,wharton,maserati,,,,,,,,1954,7
24,7,7,0,11,61,+5 Laps,maglioli,ferrari,,,,,,,,1954,7
2,8,8,0,16,58,+8 Laps,swaters,ferrari,,,,,,,,1954,7
8,9,R,0,5,38,Fuel system,kling,mercedes,,,,,,,,1954,7
26,10,R,0,4,33,Engine,trintignant,ferrari,,,,,,,,1954,7
22,11,R,0,6,30,Oil leak,hawthorn,ferrari,,,,,,,,1954,7
34,12,R,0,13,23,Oil pump,schell,maserati,,,,,,,,1954,7
32,13,R,0,3,21,Oil pump,moss,maserati,,,,,,,,1954,7
14,14,R,0,15,10,Transmission,wacker,gordini,,,,,,,,1954,7
10,15,R,0,14,8,Clutch,behra,gordini,,,,,,,,1954,7
12,16,R,0,10,0,Fuel pump,bucci,gordini,,,,,,,,1954,7
24,17,W,0,0,0,Accident,manzon,ferrari,,,,,,,,1954,7
44,1,1,25,1,56,Finished,hamilton,mercedes,6025974,1:40:25.974,1,53,1:43.066,kph,193.611,2014,2
6,2,2,18,3,56,Finished,rosberg,mercedes,6043287,+17.313,2,55,1:43.960,kph,191.946,2014,2
1,3,3,15,2,56,Finished,vettel,red_bull,6050508,+24.534,4,51,1:44.289,kph,191.341,2014,2
14,4,4,12,4,56,Finished,alonso,ferrari,6061966,+35.992,3,47,1:44.165,kph,191.569,2014,2
27,5,5,10,7,56,Finished,hulkenberg,force_india,6073173,+47.199,10,38,1:45.982,kph,188.284,2014,2
22,6,6,8,10,56,Finished,button,mclaren,6109665,+1:23.691,11,47,1:46.039,kph,188.183,2014,2
19,7,7,6,13,56,Finished,massa,williams,6111050,+1:25.076,6,44,1:44.897,kph,190.232,2014,2
77,8,8,4,18,56,Finished,bottas,williams,6111511,+1:25.537,9,31,1:45.475,kph,189.189,2014,2
20,9,9,2,8,55,+1 Lap,kevin_magnussen,mclaren,,,8,44,1:45.373,kph,189.372,2014,2
26,10,10,1,11,55,+1 Lap,kvyat,toro_rosso,,,13,36,1:46.695,kph,187.026,2014,2
8,11,11,0,15,55,+1 Lap,grosjean,lotus_f1,,,12,42,1:46.224,kph,187.855,2014,2
7,12,12,0,6,55,+1 Lap,raikkonen,ferrari,,,7,36,1:45.129,kph,189.812,2014,2
10,13,13,0,20,55,+1 Lap,kobayashi,caterham,,,15,53,1:47.753,kph,185.190,2014,2
9,14,14,0,22,54,+2 Laps,ericsson,caterham,,,14,40,1:47.500,kph,185.626,2014,2
4,15,15,0,21,54,+2 Laps,chilton,marussia,,,18,49,1:48.249,kph,184.341,2014,2
3,16,R,0,5,49,Technical,ricciardo,red_bull,,,5,48,1:44.675,kph,190.635,2014,2
21,17,R,0,12,35,Gearbox,gutierrez,sauber,,,16,27,1:47.782,kph,185.140,2014,2
99,18,R,0,17,32,Electrical,sutil,sauber,,,17,27,1:48.040,kph,184.698,2014,2
25,19,R,0,9,18,Power Unit,vergne,toro_rosso,,,19,4,1:48.527,kph,183.869,2014,2
17,20,R,0,19,8,Brakes,jules_bianchi,marussia,,,21,4,1:51.473,kph,179.010,2014,2
13,21,R,0,16,7,Engine,maldonado,lotus_f1,,,20,6,1:50.929,kph,179.888,2014,2
11,22,W,0,14,0,Withdrew,perez,force_india,,,,,,,,2014,2
3,1,1,25,1,44,Finished,button,mclaren,5348530,1:29:08.530,10,40,1:54.293,kph,220.611,2012,12
1,2,2,18,10,44,Finished,vettel,red_bull,5362154,+13.624,9,39,1:54.198,kph,220.795,2012,12
9,3,3,15,3,44,Finished,raikkonen,lotus_f1,5373864,+25.334,5,34,1:53.640,kph,221.879,2012,12
12,4,4,12,11,44,Finished,hulkenberg,force_india,5376373,+27.843,6,40,1:53.760,kph,221.645,2012,12
6,5,5,10,14,44,Finished,massa,ferrari,5378375,+29.845,3,30,1:53.464,kph,222.223,2012,12
2,6,6,8,12,44,Finished,webber,red_bull,5379774,+31.244,7,42,1:53.768,kph,221.629,2012,12
7,7,7,6,13,44,Finished,michael_schumacher,mercedes,5401904,+53.374,4,37,1:53.507,kph,222.139,2012,12
