season,round,url,raceName,date,circuitId,time
2016,9,https://en.wikipedia.org/wiki/2016_Austrian_Grand_Prix,Austrian Grand Prix,2016-07-03,red_bull_ring,12:00:00Z
2016,10,https://en.wikipedia.org/wiki/2016_British_Grand_Prix,British Grand Prix,2016-07-10,silverstone,12:00:00Z
2016,11,https://en.wikipedia.org/wiki/2016_Hungarian_Grand_Prix,Hungarian Grand Prix,2016-07-24,hungaroring,12:00:00Z
2016,12,https://en.wikipedia.org/wiki/2016_German_Grand_Prix,German Grand Prix,2016-07-31,hockenheimring,12:00:00Z
2016,13,https://en.wikipedia.org/wiki/2016_Belgian_Grand_Prix,Belgian Grand Prix,2016-08-28,spa,12:00:00Z
2016,14,https://en.wikipedia.org/wiki/2016_Italian_Grand_Prix,Italian Grand Prix,2016-09-04,monza,12:00:00Z
2016,15,https://en.wikipedia.org/wiki/2016_Singapore_Grand_Prix,Singapore Grand Prix,2016-09-18,marina_bay,12:00:00Z
2016,16,https://en.wikipedia.org/wiki/2016_Malaysian_Grand_Prix,Malaysian Grand Prix,2016-10-02,sepang,07:00:00Z
2016,17,https://en.wikipedia.org/wiki/2016_Japanese_Grand_Prix,Japanese Grand Prix,2016-10-09,suzuka,05:00:00Z
2016,18,https://en.wikipedia.org/wiki/2016_United_States_Grand_Prix,United States Grand Prix,2016-10-23,americas,19:00:00Z
2016,19,https://en.wikipedia.org/wiki/2016_Mexican_Grand_Prix,Mexican Grand Prix,2016-10-30,rodriguez,19:00:00Z
2016,20,https://en.wikipedia.org/wiki/2016_Brazilian_Grand_Prix,Brazilian Grand Prix,2016-11-13,interlagos,16:00:00Z
2016,21,https://en.wikipedia.org/wiki/2016_Abu_Dhabi_Grand_Prix,Abu Dhabi Grand Prix,2016-11-27,yas_marina,13:00:00Z
1992,1,http://en.wikipedia.org/wiki/1992_South_African_Grand_Prix,South African Grand Prix,1992-03-01,kyalami,
1992,2,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix,Mexican Grand Prix,1992-03-22,rodriguez,
1992,3,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix,Brazilian Grand Prix,1992-04-05,interlagos,
1992,4,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix,Spanish Grand Prix,1992-05-03,catalunya,
1992,5,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix,San Marino Grand Prix,1992-05-17,imola,
1992,6,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix,Monaco Grand Prix,1992-05-31,monaco,
1992,7,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix,Canadian Grand Prix,1992-06-14,villeneuve,
1992,8,http://en.wikipedia.org/wiki/1992_French_Grand_Prix,French Grand Prix,1992-07-05,magny_cours,
1992,9,http://en.wikipedia.org/wiki/1992_British_Grand_Prix,British Grand Prix,1992-07-12,silverstone,
1992,10,http://en.wikipedia.org/wiki/1992_German_Grand_Prix,German Grand Prix,1992-07-26,hockenheimring,
1992,11,http://en.wikipedia.org/wiki/1992_Hungarian_Grand_Prix,Hungarian Grand Prix,1992-08-16,hungaroring,
1992,12,http://en.wikipedia.org/wiki/1992_Belgian_Grand_Prix,Belgian Grand Prix,1992-08-30,spa,
1992,13,http://en.wikipedia.org/wiki/1992_Italian_Grand_Prix,Italian Grand Prix,1992-09-13,monza,
